tick,ep,t,x,y,z,roll,pitch,yaw,u0,u1,u2,u3,goal,gates
613,0,3.0650,-8.2560,7.9630,2.1586,0.0090,-0.0389,1.6291,-0.5830,0.4170,-0.5830,0.4170,0,0
614,0,3.0700,-8.2564,7.9673,2.1590,0.0094,-0.0386,1.6245,-0.5830,0.1479,-0.5830,0.1439,0,0
615,0,3.0750,-8.2568,7.9715,2.1593,0.0096,-0.0383,1.6251,0.4170,-0.5830,0.4170,-0.5830,0,0
616,0,3.0800,-8.2572,7.9758,2.1597,0.0096,-0.0381,1.6308,0.4170,-0.5830,0.4170,-0.5830,0,0
617,0,3.0850,-8.2576,7.9801,2.1600,0.0094,-0.0378,1.6402,0.1425,-0.5771,0.1496,-0.5830,0,0
618,0,3.0900,-8.2580,7.9844,2.1603,0.0095,-0.0376,1.6445,-0.5830,0.4170,-0.5830,0.4170,0,0
619,0,3.0950,-8.2584,7.9886,2.1607,0.0097,-0.0372,1.6437,-0.5830,0.4170,-0.5830,0.4170,0,0
620,0,3.1000,-8.2588,7.9929,2.1610,0.0100,-0.0368,1.6391,-0.5830,0.1397,-0.5830,0.1292,0,0
621,0,3.1050,-8.2592,7.9971,2.1612,0.0105,-0.0364,1.6310,-0.5830,0.1030,-0.5830,0.1136,0,0
622,0,3.1100,-8.2596,8.0014,2.1613,0.0106,-0.0362,1.6267,0.1803,-0.5830,0.1400,-0.5820,0,0
623,0,3.1150,-8.2599,8.0056,2.1615,0.0106,-0.0361,1.6276,0.4170,-0.5830,0.4170,-0.5830,0,0
624,0,3.1200,-8.2603,8.0098,2.1616,0.0104,-0.0361,1.6318,0.0806,-0.5830,0.0617,-0.5817,0,0
625,0,3.1250,-8.2607,8.0140,2.1617,0.0103,-0.0361,1.6309,-0.5830,0.4170,-0.5830,0.4170,0,0
626,0,3.1300,-8.2611,8.0182,2.1618,0.0104,-0.0361,1.6248,-0.5830,0.4170,-0.5830,0.4170,0,0
627,0,3.1350,-8.2615,8.0224,2.1619,0.0107,-0.0360,1.6152,-0.5830,0.1035,-0.5830,0.1143,0,0
628,0,3.1400,-8.2618,8.0266,2.1619,0.0109,-0.0360,1.6107,0.4170,-0.5830,0.4170,-0.5830,0,0
629,0,3.1450,-8.2622,8.0308,2.1620,0.0108,-0.0361,1.6114,0.4170,-0.5830,0.4170,-0.5830,0,0
630,0,3.1500,-8.2626,8.0350,2.1620,0.0106,-0.0362,1.6158,0.1414,-0.5830,0.1402,-0.5830,0,0
631,0,3.1550,-8.2629,8.0391,2.1620,0.0103,-0.0362,1.6238,0.1224,-0.5829,0.1360,-0.5830,0,0
632,0,3.1600,-8.2633,8.0433,2.1619,0.0102,-0.0363,1.6276,-0.5830,0.2403,-0.5830,0.2481,0,0
633,0,3.1650,-8.2636,8.0474,2.1618,0.0104,-0.0363,1.6263,-0.5830,0.4170,-0.5830,0.4170,0,0
634,0,3.1700,-8.2640,8.0516,2.1616,0.0106,-0.0363,1.6221,-0.5830,-0.0229,-0.5830,-0.0267,0,0
635,0,3.1750,-8.2643,8.0557,2.1615,0.0106,-0.0363,1.6230,0.4170,-0.5830,0.4170,-0.5830,0,0
636,0,3.1800,-8.2647,8.0599,2.1613,0.0104,-0.0364,1.6291,0.4170,-0.5830,0.4170,-0.5830,0,0
637,0,3.1850,-8.2650,8.0640,2.1611,0.0101,-0.0364,1.6384,0.0398,-0.5786,0.0472,-0.5830,0,0
638,0,3.1900,-8.2654,8.0681,2.1609,0.0100,-0.0364,1.6425,-0.5830,0.4170,-0.5830,0.4170,0,0
639,0,3.1950,-8.2657,8.0722,2.1606,0.0101,-0.0363,1.6415,-0.5830,0.4170,-0.5830,0.4170,0,0
640,0,3.2000,-8.2661,8.0763,2.1604,0.0103,-0.0362,1.6367,-0.5830,0.1543,-0.5830,0.1440,0,0
641,0,3.2050,-8.2664,8.0804,2.1601,0.0106,-0.0360,1.6282,-0.5830,0.1416,-0.5830,0.1478,0,0
642,0,3.2100,-8.2667,8.0845,2.1597,0.0107,-0.0361,1.6240,0.2711,-0.5830,0.2393,-0.5830,0,0
643,0,3.2150,-8.2671,8.0885,2.1594,0.0105,-0.0362,1.6249,0.4170,-0.5830,0.4170,-0.5830,0,0
644,0,3.2200,-8.2674,8.0926,2.1589,0.0102,-0.0364,1.6292,0.0630,-0.5830,0.0500,-0.5818,0,0
645,0,3.2250,-8.2677,8.0967,2.1585,0.0100,-0.0365,1.6282,-0.5830,0.4170,-0.5830,0.4170,0,0
646,0,3.2300,-8.2680,8.1007,2.1581,0.0101,-0.0366,1.6222,-0.5830,0.4170,-0.5830,0.4170,0,0
647,0,3.2350,-8.2684,8.1047,2.1577,0.0103,-0.0368,1.6120,-0.5830,0.2138,-0.5830,0.2219,0,0
648,0,3.2400,-8.2687,8.1088,2.1572,0.0103,-0.0369,1.6070,0.4170,-0.5830,0.4170,-0.5830,0,0
649,0,3.2450,-8.2690,8.1128,2.1568,0.0102,-0.0371,1.6071,0.4170,-0.5830,0.4170,-0.5830,0,0
650,0,3.2500,-8.2693,8.1168,2.1564,0.0099,-0.0374,1.6120,0.3504,-0.5830,0.3544,-0.5830,0,0
651,0,3.2550,-8.2696,8.1208,2.1560,0.0094,-0.0376,1.6215,0.3116,-0.5830,0.3178,-0.5794,0,0
652,0,3.2600,-8.2699,8.1248,2.1555,0.0092,-0.0378,1.6259,-0.5830,0.4170,-0.5830,0.4170,0,0
653,0,3.2650,-8.2702,8.1288,2.1551,0.0092,-0.0380,1.6251,-0.5830,0.4170,-0.5830,0.4170,0,0
654,0,3.2700,-8.2705,8.1328,2.1547,0.0094,-0.0382,1.6196,-0.5830,0.3447,-0.5830,0.3546,1,1
655,0,3.2750,-8.2708,8.1367,2.1543,0.0094,-0.0384,1.6192,0.4170,-0.5830,0.4170,-0.5830,1,1
656,0,3.2800,-8.2711,8.1407,2.1539,0.0092,-0.0387,1.6239,0.4170,-0.5830,0.4170,-0.5830,1,1
657,0,3.2850,-8.2714,8.1447,2.1535,0.0088,-0.0390,1.6338,0.4170,-0.5830,0.4170,-0.5830,1,1
658,0,3.2900,-8.2717,8.1486,2.1531,0.0086,-0.0393,1.6385,-0.5830,0.4170,-0.5830,0.4170,1,1
659,0,3.2950,-8.2720,8.1525,2.1528,0.0086,-0.0395,1.6381,-0.5830,0.4170,-0.5830,0.4170,1,1
660,0,3.3000,-8.2722,8.1564,2.1524,0.0088,-0.0397,1.6325,-0.5830,0.4170,-0.5830,0.4170,1,1
661,0,3.3050,-8.2725,8.1603,2.1521,0.0083,-0.0384,1.6225,-0.5830,0.4170,-0.5283,0.2006,1,1
662,0,3.3100,-8.2728,8.1642,2.1517,0.0073,-0.0349,1.6166,0.2309,-0.3464,0.4170,-0.5830,1,1
663,0,3.3150,-8.2731,8.1681,2.1514,0.0061,-0.0314,1.6158,0.4170,-0.5830,0.4170,-0.5830,1,1
664,0,3.3200,-8.2733,8.1720,2.1511,0.0048,-0.0276,1.6200,0.3846,-0.5461,0.4170,-0.5830,1,1
665,0,3.3250,-8.2736,8.1759,2.1508,0.0032,-0.0228,1.6196,-0.5830,0.3988,-0.5226,0.2725,1,1
666,0,3.3300,-8.2739,8.1797,2.1505,0.0018,-0.0180,1.6141,-0.5830,0.4170,-0.5830,0.4170,1,1
667,0,3.3350,-8.2741,8.1836,2.1502,0.0004,-0.0131,1.6034,-0.5830,0.4170,-0.5731,0.4113,1,1
668,0,3.3400,-8.2744,8.1874,2.1499,-0.0007,-0.0078,1.5977,0.3430,-0.5706,0.4170,-0.5830,1,1
669,0,3.3450,-8.2747,8.1913,2.1496,-0.0019,-0.0024,1.5971,0.4170,-0.5830,0.4170,-0.5830,1,1
670,0,3.3500,-8.2749,8.1951,2.1493,-0.0031,0.0029,1.6016,0.4101,-0.5830,0.4170,-0.5830,1,1
671,0,3.3550,-8.2752,8.1989,2.1491,-0.0041,0.0085,1.6112,0.3940,-0.5670,0.4170,-0.5830,1,1
672,0,3.3600,-8.2755,8.2028,2.1488,-0.0055,0.0147,1.6161,-0.5830,0.3728,-0.5452,0.3002,1,1
673,0,3.3650,-8.2757,8.2066,2.1486,-0.0068,0.0208,1.6159,-0.5830,0.4170,-0.5830,0.4170,1,1
674,0,3.3700,-8.2760,8.2105,2.1483,-0.0084,0.0269,1.6105,-0.5830,0.4170,-0.5830,0.4170,1,1
675,0,3.3750,-8.2763,8.2144,2.1481,-0.0095,0.0332,1.6101,0.3687,-0.5830,0.4170,-0.5830,1,1
676,0,3.3800,-8.2765,8.2182,2.1479,-0.0104,0.0396,1.6149,0.4170,-0.5830,0.4170,-0.5830,1,1
677,0,3.3850,-8.2768,8.2221,2.1477,-0.0111,0.0461,1.6248,0.4170,-0.5830,0.4170,-0.5830,1,1
678,0,3.3900,-8.2771,8.2260,2.1475,-0.0121,0.0524,1.6296,-0.5830,0.4170,-0.5830,0.4170,1,1
679,0,3.3950,-8.2774,8.2299,2.1473,-0.0133,0.0588,1.6292,-0.5830,0.4170,-0.5830,0.4170,1,1
680,0,3.4000,-8.2777,8.2338,2.1471,-0.0148,0.0650,1.6236,-0.5830,0.4111,-0.5830,0.4170,1,1
681,0,3.4050,-8.2780,8.2378,2.1469,-0.0163,0.0707,1.6133,-0.5830,0.3024,-0.5830,0.3832,1,1
682,0,3.4100,-8.2783,8.2417,2.1468,-0.0172,0.0763,1.6081,0.4170,-0.5830,0.4170,-0.5619,1,1
683,0,3.4150,-8.2786,8.2457,2.1466,-0.0178,0.0820,1.6080,0.4170,-0.5830,0.4170,-0.5830,1,1
684,0,3.4200,-8.2789,8.2497,2.1465,-0.0178,0.0878,1.6130,0.4170,-0.5830,0.4170,-0.5631,1,1
685,0,3.4250,-8.2792,8.2537,2.1463,-0.0181,0.0932,1.6130,-0.5830,0.3865,-0.5830,0.4170,1,1
686,0,3.4300,-8.2795,8.2578,2.1462,-0.0189,0.0986,1.6078,-0.5830,0.4170,-0.5830,0.4170,1,1
687,0,3.4350,-8.2799,8.2618,2.1461,-0.0201,0.1037,1.5974,-0.5830,0.3924,-0.5830,0.4170,1,1
688,0,3.4400,-8.2802,8.2659,2.1460,-0.0205,0.1087,1.5922,0.4170,-0.5830,0.4170,-0.5507,1,1
689,0,3.4450,-8.2806,8.2700,2.1459,-0.0205,0.1139,1.5921,0.4170,-0.5830,0.4170,-0.5830,1,1
690,0,3.4500,-8.2809,8.2742,2.1458,-0.0197,0.1190,1.5972,0.4170,-0.5830,0.4170,-0.5576,1,1
691,0,3.4550,-8.2813,8.2784,2.1458,-0.0182,0.1242,1.6074,0.4170,-0.5830,0.4170,-0.5830,1,1
692,0,3.4600,-8.2816,8.2826,2.1457,-0.0173,0.1292,1.6130,-0.5821,0.3018,-0.5830,0.3168,1,1
693,0,3.4650,-8.2820,8.2868,2.1456,-0.0170,0.1342,1.6135,-0.5830,0.4170,-0.5830,0.4170,1,1
694,0,3.4700,-8.2824,8.2911,2.1455,-0.0174,0.1390,1.6087,-0.5830,0.4170,-0.5830,0.4170,1,1
695,0,3.4750,-8.2827,8.2954,2.1455,-0.0173,0.1436,1.6090,0.4170,-0.5830,0.3718,-0.5681,1,1
696,0,3.4800,-8.2831,8.2998,2.1454,-0.0164,0.1484,1.6145,0.4170,-0.5830,0.4170,-0.5830,1,1
697,0,3.4850,-8.2835,8.3042,2.1454,-0.0147,0.1530,1.6252,0.4170,-0.5830,0.4062,-0.5685,1,1
698,0,3.4900,-8.2839,8.3086,2.1453,-0.0138,0.1576,1.6306,-0.5830,0.4166,-0.5830,0.4170,1,1
699,0,3.4950,-8.2843,8.3131,2.1453,-0.0138,0.1620,1.6308,-0.5830,0.4170,-0.5830,0.4170,1,1
700,0,3.5000,-8.2847,8.3176,2.1453,-0.0145,0.1663,1.6259,-0.5780,0.4033,-0.5830,0.4170,1,1
701,0,3.5050,-8.2851,8.3221,2.1453,-0.0157,0.1700,1.6161,-0.5694,0.3265,-0.5830,0.4170,1,1
702,0,3.5100,-8.2855,8.3267,2.1453,-0.0157,0.1730,1.6110,0.4170,-0.5830,0.3644,-0.4801,1,1
703,0,3.5150,-8.2860,8.3314,2.1453,-0.0149,0.1760,1.6112,0.4170,-0.5830,0.4170,-0.5830,1,1
704,0,3.5200,-8.2864,8.3360,2.1453,-0.0130,0.1789,1.6165,0.4170,-0.5830,0.4119,-0.5521,1,1
705,0,3.5250,-8.2868,8.3408,2.1453,-0.0116,0.1811,1.6170,-0.5508,0.3157,-0.5830,0.4116,1,1
706,0,3.5300,-8.2873,8.3456,2.1453,-0.0112,0.1832,1.6122,-0.5830,0.4170,-0.5830,0.4170,1,1
707,0,3.5350,-8.2877,8.3504,2.1453,-0.0117,0.1851,1.6023,-0.5688,0.3956,-0.5830,0.4170,1,1
708,0,3.5400,-8.2882,8.3552,2.1454,-0.0114,0.1866,1.5974,0.4170,-0.5830,0.3611,-0.5551,1,1
709,0,3.5450,-8.2886,8.3602,2.1454,-0.0102,0.1882,1.5978,0.4170,-0.5830,0.4170,-0.5830,1,1
710,0,3.5500,-8.2891,8.3651,2.1455,-0.0079,0.1896,1.6033,0.4170,-0.5830,0.4073,-0.5586,1,1
711,0,3.5550,-8.2896,8.3702,2.1455,-0.0047,0.1910,1.6140,0.4170,-0.5830,0.4103,-0.5830,1,1
712,0,3.5600,-8.2900,8.3752,2.1455,-0.0025,0.1924,1.6200,-0.5583,0.3430,-0.5830,0.3267,1,1
713,0,3.5650,-8.2905,8.3803,2.1456,-0.0014,0.1937,1.6208,-0.5830,0.4170,-0.5830,0.4170,1,1
714,0,3.5700,-8.2910,8.3855,2.1457,-0.0013,0.1950,1.6163,-0.5830,0.4170,-0.5830,0.4170,1,1
715,0,3.5750,-8.2915,8.3907,2.1457,-0.0007,0.1957,1.6168,0.4170,-0.5830,0.3148,-0.5762,1,1
716,0,3.5800,-8.2919,8.3960,2.1458,0.0008,0.1965,1.6225,0.4170,-0.5830,0.4170,-0.5830,1,1
717,0,3.5850,-8.2924,8.4013,2.1458,0.0033,0.1970,1.6333,0.4170,-0.5830,0.3804,-0.5768,1,1
718,0,3.5900,-8.2929,8.4066,2.1459,0.0046,0.1975,1.6390,-0.5765,0.4170,-0.5830,0.4170,1,1
719,0,3.5950,-8.2934,8.4120,2.1460,0.0050,0.1980,1.6393,-0.5830,0.4170,-0.5830,0.4170,1,1
720,0,3.6000,-8.2939,8.4175,2.1460,0.0042,0.1984,1.6345,-0.5739,0.4170,-0.5830,0.4170,1,1
721,0,3.6050,-8.2944,8.4230,2.1461,0.0027,0.1985,1.6246,-0.5654,0.3559,-0.5830,0.4170,1,1
722,0,3.6100,-8.2948,8.4286,2.1462,0.0021,0.1979,1.6196,0.4170,-0.5830,0.3478,-0.5316,1,1
723,0,3.6150,-8.2953,8.4342,2.1463,0.0024,0.1973,1.6199,0.4170,-0.5830,0.4170,-0.5830,1,1
724,0,3.6200,-8.2958,8.4399,2.1464,0.0040,0.1965,1.6253,0.4170,-0.5830,0.4093,-0.5465,1,1
725,0,3.6250,-8.2963,8.4456,2.1465,0.0048,0.1952,1.6257,-0.5663,0.3488,-0.5830,0.4170,1,1
726,0,3.6300,-8.2968,8.4513,2.1466,0.0046,0.1940,1.6209,-0.5830,0.4170,-0.5830,0.4170,1,1
727,0,3.6350,-8.2973,8.4571,2.1468,0.0037,0.1925,1.6109,-0.5763,0.3708,-0.5830,0.4170,1,1
728,0,3.6400,-8.2978,8.4630,2.1469,0.0037,0.1907,1.6061,0.4170,-0.5830,0.3937,-0.5578,1,1
729,0,3.6450,-8.2983,8.4689,2.1470,0.0047,0.1889,1.6065,0.4170,-0.5830,0.4170,-0.5830,1,1
730,0,3.6500,-8.2988,8.4749,2.1471,0.0068,0.1870,1.6121,0.4170,-0.5830,0.4163,-0.5656,1,1
731,0,3.6550,-8.2993,8.4809,2.1473,0.0098,0.1850,1.6229,0.4170,-0.5830,0.4169,-0.5830,1,1
732,0,3.6600,-8.2998,8.4870,2.1474,0.0117,0.1832,1.6287,-0.5764,0.3960,-0.5830,0.3549,1,1
733,0,3.6650,-8.3003,8.4931,2.1476,0.0126,0.1815,1.6293,-0.5830,0.4170,-0.5830,0.4170,1,1
734,0,3.6700,-8.3008,8.4992,2.1477,0.0126,0.1799,1.6246,-0.5830,0.4170,-0.5830,0.4170,1,1
735,0,3.6750,-8.3013,8.5054,2.1479,0.0131,0.1779,1.6250,0.4170,-0.5815,0.3590,-0.5830,1,1
736,0,3.6800,-8.3018,8.5116,2.1481,0.0146,0.1758,1.6307,0.4170,-0.5830,0.4170,-0.5830,1,1
737,0,3.6850,-8.3023,8.5179,2.1482,0.0169,0.1735,1.6415,0.4170,-0.5830,0.4014,-0.5830,1,1
738,0,3.6900,-8.3028,8.5243,2.1484,0.0183,0.1713,1.6471,-0.5819,0.4170,-0.5830,0.4145,1,1
739,0,3.6950,-8.3033,8.5306,2.1486,0.0188,0.1692,1.6474,-0.5830,0.4170,-0.5830,0.4170,1,1
740,0,3.7000,-8.3038,8.5370,2.1488,0.0183,0.1674,1.6426,-0.5830,0.4170,-0.5830,0.3942,1,1
741,0,3.7050,-8.3043,8.5435,2.1490,0.0170,0.1653,1.6327,-0.5673,0.3827,-0.5830,0.4170,1,1
742,0,3.7100,-8.3048,8.5500,2.1492,0.0164,0.1627,1.6278,0.4170,-0.5830,0.3495,-0.5554,1,1
743,0,3.7150,-8.3053,8.5565,2.1494,0.0166,0.1599,1.6281,0.4170,-0.5830,0.4170,-0.5830,1,1
744,0,3.7200,-8.3058,8.5631,2.1496,0.0177,0.1569,1.6336,0.4170,-0.5830,0.4097,-0.5619,1,1
745,0,3.7250,-8.3063,8.5698,2.1499,0.0181,0.1538,1.6339,-0.5785,0.3790,-0.5830,0.4170,1,1
746,0,3.7300,-8.3067,8.5764,2.1501,0.0178,0.1508,1.6290,-0.5830,0.4170,-0.5830,0.4170,1,1
747,0,3.7350,-8.3072,8.5831,2.1503,0.0168,0.1477,1.6191,-0.5830,0.3742,-0.5830,0.3979,1,1
748,0,3.7400,-8.3077,8.5899,2.1506,0.0167,0.1444,1.6143,0.4170,-0.5830,0.4044,-0.5718,1,1
749,0,3.7450,-8.3082,8.5967,2.1508,0.0172,0.1410,1.6148,0.4170,-0.5830,0.4170,-0.5830,1,1
750,0,3.7500,-8.3086,8.6035,2.1511,0.0185,0.1374,1.6203,0.4170,-0.5830,0.4069,-0.5717,1,1
751,0,3.7550,-8.3091,8.6103,2.1514,0.0203,0.1337,1.6310,0.4170,-0.5735,0.4033,-0.5830,1,1
752,0,3.7600,-8.3096,8.6172,2.1516,0.0214,0.1302,1.6365,-0.5830,0.4170,-0.5830,0.4008,1,1
753,0,3.7650,-8.3100,8.6241,2.1519,0.0218,0.1268,1.6368,-0.5830,0.4170,-0.5830,0.4170,1,1
754,0,3.7700,-8.3105,8.6311,2.1522,0.0214,0.1236,1.6321,-0.5830,0.4170,-0.5830,0.3903,1,1
755,0,3.7750,-8.3110,8.6381,2.1525,0.0216,0.1203,1.6324,0.4170,-0.5675,0.4076,-0.5830,1,1
756,0,3.7800,-8.3114,8.6451,2.1528,0.0223,0.1169,1.6379,0.4170,-0.5830,0.4170,-0.5830,1,1
757,0,3.7850,-8.3119,8.6521,2.1532,0.0236,0.1134,1.6486,0.4170,-0.5732,0.4087,-0.5830,1,1
758,0,3.7900,-8.3123,8.6592,2.1535,0.0242,0.1101,1.6540,-0.5830,0.4170,-0.5830,0.4056,1,1
759,0,3.7950,-8.3127,8.6663,2.1539,0.0242,0.1069,1.6543,-0.5830,0.4170,-0.5830,0.4170,1,1
760,0,3.8000,-8.3132,8.6734,2.1542,0.0236,0.1040,1.6496,-0.5830,0.4170,-0.5830,0.3915,1,1
761,0,3.8050,-8.3136,8.6806,2.1546,0.0225,0.1011,1.6396,-0.5830,0.4023,-0.5830,0.4170,1,1
762,0,3.8100,-8.3140,8.6878,2.1549,0.0217,0.0977,1.6347,0.4170,-0.5830,0.3609,-0.5711,1,1
763,0,3.8150,-8.3145,8.6950,2.1553,0.0214,0.0942,1.6350,0.4170,-0.5830,0.4170,-0.5830,1,1
764,0,3.8200,-8.3149,8.7022,2.1557,0.0216,0.0905,1.6403,0.4170,-0.5830,0.4165,-0.5746,1,1
765,0,3.8250,-8.3153,8.7095,2.1561,0.0215,0.0868,1.6407,-0.5830,0.3803,-0.5830,0.4064,1,1
766,0,3.8300,-8.3157,8.7167,2.1565,0.0210,0.0832,1.6359,-0.5830,0.4170,-0.5830,0.4170,1,1
767,0,3.8350,-8.3161,8.7240,2.1569,0.0201,0.0797,1.6259,-0.5830,0.4119,-0.5830,0.4158,1,1
768,0,3.8400,-8.3165,8.7314,2.1573,0.0196,0.0760,1.6211,0.4170,-0.5830,0.4013,-0.5813,1,1
769,0,3.8450,-8.3169,8.7387,2.1578,0.0194,0.0722,1.6214,0.4170,-0.5830,0.4170,-0.5830,1,1
770,0,3.8500,-8.3173,8.7461,2.1582,0.0196,0.0683,1.6268,0.4170,-0.5830,0.4170,-0.5796,1,1
771,0,3.8550,-8.3177,8.7534,2.1586,0.0202,0.0645,1.6372,0.3591,-0.5679,0.3938,-0.5830,1,1
772,0,3.8600,-8.3181,8.7608,2.1591,0.0205,0.0609,1.6424,-0.5830,0.4170,-0.5830,0.4131,1,1
773,0,3.8650,-8.3185,8.7682,2.1596,0.0205,0.0574,1.6425,-0.5830,0.4170,-0.5830,0.4170,1,1
774,0,3.8700,-8.3189,8.7757,2.1600,0.0199,0.0543,1.6378,-0.5830,0.3687,-0.5830,0.3078,1,1
775,0,3.8750,-8.3192,8.7831,2.1605,0.0195,0.0512,1.6383,0.4170,-0.5625,0.4170,-0.5830,1,1
776,0,3.8800,-8.3196,8.7905,2.1610,0.0193,0.0480,1.6438,0.4170,-0.5830,0.4170,-0.5830,1,1
777,0,3.8850,-8.3200,8.7980,2.1615,0.0194,0.0449,1.6541,0.3240,-0.5693,0.3416,-0.5830,1,1
778,0,3.8900,-8.3203,8.8055,2.1620,0.0192,0.0418,1.6592,-0.5830,0.4170,-0.5830,0.4170,1,1
779,0,3.8950,-8.3207,8.8130,2.1625,0.0189,0.0389,1.6592,-0.5830,0.4170,-0.5830,0.4170,1,1
780,0,3.9000,-8.3211,8.8204,2.1629,0.0181,0.0364,1.6547,-0.5830,0.3072,-0.5830,0.2557,1,1
781,0,3.9050,-8.3214,8.8279,2.1634,0.0171,0.0339,1.6461,-0.5830,0.2281,-0.5830,0.2290,1,1
782,0,3.9100,-8.3218,8.8355,2.1638,0.0162,0.0310,1.6419,0.3150,-0.5830,0.2720,-0.5769,1,1
783,0,3.9150,-8.3221,8.8430,2.1642,0.0153,0.0281,1.6429,0.4170,-0.5830,0.4170,-0.5830,1,1
784,0,3.9200,-8.3225,8.8505,2.1646,0.0146,0.0250,1.6478,0.1853,-0.5830,0.1748,-0.5745,1,1
785,0,3.9250,-8.3228,8.8580,2.1650,0.0138,0.0220,1.6475,-0.5830,0.4170,-0.5830,0.4170,1,1
786,0,3.9300,-8.3231,8.8656,2.1654,0.0128,0.0191,1.6422,-0.5830,0.4170,-0.5830,0.4170,1,1
787,0,3.9350,-8.3235,8.8731,2.1658,0.0119,0.0161,1.6331,-0.5830,0.1335,-0.5830,0.1466,1,1
788,0,3.9400,-8.3238,8.8806,2.1662,0.0111,0.0131,1.6291,0.4170,-0.5830,0.4170,-0.5830,1,1
789,0,3.9450,-8.3241,8.8882,2.1665,0.0103,0.0101,1.6303,0.4170,-0.5830,0.4170,-0.5830,1,1
790,0,3.9500,-8.3245,8.8957,2.1668,0.0097,0.0071,1.6351,0.0981,-0.5830,0.1238,-0.5799,1,1
791,0,3.9550,-8.3248,8.9033,2.1671,0.0094,0.0045,1.6433,0.0618,-0.5733,0.1264,-0.5830,1,1
792,0,3.9600,-8.3251,8.9108,2.1672,0.0090,0.0020,1.6478,-0.5830,0.1480,-0.5830,0.1233,1,1
793,0,3.9650,-8.3254,8.9184,2.1674,0.0086,-0.0004,1.6472,-0.5830,0.4170,-0.5830,0.4170,1,1
794,0,3.9700,-8.3257,8.9259,2.1675,0.0080,-0.0026,1.6434,-0.5830,0.0505,-0.5830,0.0212,1,1
795,0,3.9750,-8.3261,8.9335,2.1677,0.0074,-0.0049,1.6447,0.4170,-0.5830,0.4170,-0.5830,1,1
796,0,3.9800,-8.3264,8.9410,2.1678,0.0067,-0.0072,1.6512,0.4170,-0.5830,0.4170,-0.5830,1,1
797,0,3.9850,-8.3267,8.9486,2.1678,0.0062,-0.0092,1.6609,0.0332,-0.5713,0.0693,-0.5830,1,1
798,0,3.9900,-8.3270,8.9561,2.1679,0.0057,-0.0112,1.6655,-0.5830,0.4170,-0.5830,0.4170,1,1
799,0,3.9950,-8.3273,8.9637,2.1680,0.0053,-0.0132,1.6649,-0.5830,0.4170,-0.5830,0.4170,1,1
800,0,4.0000,-8.3276,8.9712,2.1679,0.0047,-0.0150,1.6610,-0.5830,0.0863,-0.5830,0.0473,1,1
801,0,4.0050,-8.3279,8.9788,2.1679,0.0042,-0.0167,1.6536,-0.5830,0.1098,-0.5830,0.1082,1,1
802,0,4.0100,-8.3283,8.9863,2.1677,0.0035,-0.0186,1.6495,0.0850,-0.5830,0.0564,-0.5819,1,1
803,0,4.0150,-8.3286,8.9938,2.1676,0.0026,-0.0206,1.6505,0.4170,-0.5830,0.4170,-0.5830,1,1
804,0,4.0200,-8.3289,9.0014,2.1674,0.0017,-0.0225,1.6553,0.1486,-0.5830,0.1456,-0.5792,1,1
805,0,4.0250,-8.3292,9.0089,2.1672,0.0009,-0.0245,1.6550,-0.5830,0.4170,-0.5830,0.4170,1,1
806,0,4.0300,-8.3295,9.0164,2.1670,0.0003,-0.0264,1.6495,-0.5830,0.4170,-0.5830,0.4170,1,1
807,0,4.0350,-8.3298,9.0239,2.1668,-0.0002,-0.0284,1.6398,-0.5830,0.2340,-0.5830,0.2445,1,1
808,0,4.0400,-8.3301,9.0314,2.1666,-0.0008,-0.0304,1.6352,0.4170,-0.5830,0.4170,-0.5830,1,1
809,0,4.0450,-8.3304,9.0389,2.1664,-0.0016,-0.0324,1.6358,0.4170,-0.5830,0.4170,-0.5830,1,1
810,0,4.0500,-8.3307,9.0464,2.1662,-0.0023,-0.0343,1.6409,0.2960,-0.5830,0.3285,-0.5830,1,1
811,0,4.0550,-8.3310,9.0539,2.1660,-0.0029,-0.0356,1.6504,0.2202,-0.5741,0.2969,-0.5830,1,1
812,0,4.0600,-8.3313,9.0613,2.1658,-0.0033,-0.0370,1.6548,-0.5830,0.4170,-0.5830,0.4170,1,1
813,0,4.0650,-8.3316,9.0688,2.1656,-0.0034,-0.0384,1.6540,-0.5830,0.4170,-0.5830,0.4170,1,1
814,0,4.0700,-8.3319,9.0762,2.1653,-0.0036,-0.0396,1.6495,-0.5830,0.1363,-0.5830,0.1084,1,1
815,0,4.0750,-8.3322,9.0837,2.1650,-0.0040,-0.0408,1.6502,0.4170,-0.5830,0.4170,-0.5830,1,1
816,0,4.0800,-8.3325,9.0911,2.1648,-0.0046,-0.0421,1.6561,0.4170,-0.5830,0.4170,-0.5830,1,1
817,0,4.0850,-8.3328,9.0985,2.1645,-0.0053,-0.0430,1.6660,0.1863,-0.5696,0.2274,-0.5830,1,1
818,0,4.0900,-8.3331,9.1059,2.1642,-0.0057,-0.0439,1.6707,-0.5830,0.4170,-0.5830,0.4170,1,1
819,0,4.0950,-8.3334,9.1133,2.1640,-0.0059,-0.0448,1.6703,-0.5830,0.4170,-0.5830,0.4170,1,1
820,0,4.1000,-8.3337,9.1207,2.1637,-0.0060,-0.0456,1.6653,-0.5830,0.3323,-0.5830,0.3013,1,1
821,0,4.1050,-8.3340,9.1281,2.1634,-0.0060,-0.0464,1.6559,-0.5830,0.2683,-0.5830,0.2637,1,1
